flightTime,trackId,state,battery,speed
2026-06-04 10:00:30.000,drone_001,CRUISING,98.0,209.49
2026-06-04 10:00:30.000,drone_002,CRUISING,93.0,184.76
2026-06-04 10:00:31.000,drone_001,CRUISING,97.9,197.62
2026-06-04 10:00:31.000,drone_002,CRUISING,92.9,184.28
2026-06-04 10:00:32.000,drone_001,CRUISING,97.9,194.57
2026-06-04 10:00:32.000,drone_002,CRUISING,92.9,180.18
2026-06-04 10:00:33.000,drone_001,CRUISING,97.8,198.07
2026-06-04 10:00:33.000,drone_002,CRUISING,92.8,187.31
2026-06-04 10:00:34.000,drone_001,CRUISING,97.7,197.93
2026-06-04 10:00:34.000,drone_002,CRUISING,92.7,182.27
2026-06-04 10:00:35.000,drone_001,CRUISING,97.7,192.58
2026-06-04 10:00:35.000,drone_002,CRUISING,92.7,178.27
2026-06-04 10:00:36.000,drone_001,CRUISING,97.6,194.13
2026-06-04 10:00:36.000,drone_002,CRUISING,92.6,186.74
2026-06-04 10:00:37.000,drone_001,CRUISING,97.5,199.69
2026-06-04 10:00:37.000,drone_002,CRUISING,92.5,180.99
2026-06-04 10:00:38.000,drone_001,CRUISING,97.5,195.38
2026-06-04 10:00:38.000,drone_002,CRUISING,92.5,188.01
2026-06-04 10:00:39.000,drone_001,CRUISING,97.4,200.74
2026-06-04 10:00:39.000,drone_002,CRUISING,92.4,181.6
2026-06-04 10:00:40.000,drone_001,CRUISING,97.3,193.73
2026-06-04 10:00:40.000,drone_002,CRUISING,92.3,176.36
2026-06-04 10:00:41.000,drone_001,CRUISING,97.3,201.14
2026-06-04 10:00:41.000,drone_002,CRUISING,92.3,174.32
2026-06-04 10:00:42.000,drone_001,CRUISING,97.2,193.09
2026-06-04 10:00:42.000,drone_002,CRUISING,92.2,175.16
2026-06-04 10:00:43.000,drone_001,CRUISING,97.1,208.59
2026-06-04 10:00:43.000,drone_002,CRUISING,92.1,177.56
2026-06-04 10:00:44.000,drone_001,CRUISING,97.1,203.3
2026-06-04 10:00:44.000,drone_002,CRUISING,92.1,186.62
2026-06-04 10:00:45.000,drone_001,CRUISING,97.0,207.99
2026-06-04 10:00:45.000,drone_002,CRUISING,92.0,171.86
2026-06-04 10:00:46.000,drone_001,CRUISING,96.9,193.03
2026-06-04 10:00:46.000,drone_002,CRUISING,91.9,174.64
2026-06-04 10:00:47.000,drone_001,CRUISING,96.9,202.82
2026-06-04 10:00:47.000,drone_002,CRUISING,91.9,185.16
2026-06-04 10:00:48.000,drone_001,CRUISING,96.8,190.36
2026-06-04 10:00:48.000,drone_002,CRUISING,91.8,177.7
2026-06-04 10:00:49.000,drone_001,CRUISING,96.7,192.26
2026-06-04 10:00:49.000,drone_002,CRUISING,91.7,188.18
2026-06-04 10:00:50.000,drone_001,CRUISING,96.7,204.75
2026-06-04 10:00:50.000,drone_002,CRUISING,91.7,187.02
2026-06-04 10:00:51.000,drone_001,CRUISING,96.6,209.22
2026-06-04 10:00:51.000,drone_002,CRUISING,91.6,176.05
2026-06-04 10:00:52.000,drone_001,CRUISING,96.5,201.3
2026-06-04 10:00:52.000,drone_002,CRUISING,91.5,177.64
2026-06-04 10:00:53.000,drone_001,CRUISING,96.5,198.17
2026-06-04 10:00:53.000,drone_002,CRUISING,91.5,180.25
2026-06-04 10:00:54.000,drone_001,CRUISING,96.4,206.6
2026-06-04 10:00:54.000,drone_002,CRUISING,91.4,182.81
2026-06-04 10:00:55.000,drone_001,CRUISING,96.3,198.19
2026-06-04 10:00:55.000,drone_002,CRUISING,91.3,183.9
2026-06-04 10:00:56.000,drone_001,CRUISING,96.3,195.37
2026-06-04 10:00:56.000,drone_002,CRUISING,91.3,182.91
2026-06-04 10:00:57.000,drone_001,CRUISING,96.2,190.22
2026-06-04 10:00:57.000,drone_002,CRUISING,91.2,179.74
2026-06-04 10:00:58.000,drone_001,CRUISING,96.1,194.91
2026-06-04 10:00:58.000,drone_002,CRUISING,91.1,184.26
2026-06-04 10:00:59.000,drone_001,CRUISING,96.1,191.03
2026-06-04 10:00:59.000,drone_002,CRUISING,91.1,186.29
2026-06-04 10:01:00.000,drone_001,CRUISING,96.0,195.44
2026-06-04 10:01:00.000,drone_002,CRUISING,91.0,188.08
2026-06-04 10:01:01.000,drone_001,CRUISING,95.9,199.79
2026-06-04 10:01:01.000,drone_002,CRUISING,90.9,179.29
2026-06-04 10:01:02.000,drone_001,CRUISING,95.9,190.74
2026-06-04 10:01:02.000,drone_002,CRUISING,90.9,183.52
2026-06-04 10:01:03.000,drone_001,CRUISING,95.8,202.32
2026-06-04 10:01:03.000,drone_002,CRUISING,90.8,174.01
2026-06-04 10:01:04.000,drone_001,CRUISING,95.7,197.09
2026-06-04 10:01:04.000,drone_002,CRUISING,90.7,175.93
2026-06-04 10:01:05.000,drone_001,CRUISING,95.7,200.25
2026-06-04 10:01:05.000,drone_002,CRUISING,90.7,179.47
2026-06-04 10:01:06.000,drone_001,CRUISING,95.6,194.48
2026-06-04 10:01:06.000,drone_002,CRUISING,90.6,182.8
2026-06-04 10:01:07.000,drone_001,CRUISING,95.5,195.2
2026-06-04 10:01:07.000,drone_002,CRUISING,90.5,177.68
2026-06-04 10:01:08.000,drone_001,CRUISING,95.5,195.34
2026-06-04 10:01:08.000,drone_002,CRUISING,90.5,187.2
2026-06-04 10:01:09.000,drone_001,CRUISING,95.4,207.62
2026-06-04 10:01:09.000,drone_002,CRUISING,90.4,175.54
2026-06-04 10:01:10.000,drone_001,CRUISING,95.3,202.68
2026-06-04 10:01:10.000,drone_002,CRUISING,90.3,180.98
2026-06-04 10:01:11.000,drone_001,CRUISING,95.3,204.16
2026-06-04 10:01:11.000,drone_002,CRUISING,90.3,181.94
2026-06-04 10:01:12.000,drone_001,CRUISING,95.2,193.27
2026-06-04 10:01:12.000,drone_002,CRUISING,90.2,187.48
2026-06-04 10:01:13.000,drone_001,CRUISING,95.1,194.6
2026-06-04 10:01:13.000,drone_002,CRUISING,90.1,178.73
2026-06-04 10:01:14.000,drone_001,CRUISING,95.1,205.93
2026-06-04 10:01:14.000,drone_002,CRUISING,90.1,182.3
2026-06-04 10:01:15.000,drone_001,CRUISING,95.0,199.1
2026-06-04 10:01:15.000,drone_002,CRUISING,90.0,179.54
2026-06-04 10:01:16.000,drone_001,CRUISING,94.9,201.19
2026-06-04 10:01:16.000,drone_002,CRUISING,89.9,176.45
2026-06-04 10:01:17.000,drone_001,CRUISING,94.9,192.09
2026-06-04 10:01:17.000,drone_002,CRUISING,89.9,176.07
2026-06-04 10:01:18.000,drone_001,CRUISING,94.8,199.05
2026-06-04 10:01:18.000,drone_002,CRUISING,89.8,173.37
2026-06-04 10:01:19.000,drone_001,CRUISING,94.7,209.93
2026-06-04 10:01:19.000,drone_002,CRUISING,89.7,188.01
2026-06-04 10:01:20.000,drone_001,CRUISING,94.7,209.75
2026-06-04 10:01:20.000,drone_002,CRUISING,89.7,181.18
2026-06-04 10:01:21.000,drone_001,CRUISING,94.6,192.63
2026-06-04 10:01:21.000,drone_002,CRUISING,89.6,178.07
2026-06-04 10:01:22.000,drone_001,CRUISING,94.5,193.27
2026-06-04 10:01:22.000,drone_002,CRUISING,89.5,188.66
2026-06-04 10:01:23.000,drone_001,CRUISING,94.5,194.97
2026-06-04 10:01:23.000,drone_002,CRUISING,89.5,181.89
2026-06-04 10:01:24.000,drone_001,CRUISING,94.4,195.39
2026-06-04 10:01:24.000,drone_002,CRUISING,89.4,183.38
2026-06-04 10:01:25.000,drone_001,CRUISING,94.3,200.31
2026-06-04 10:01:25.000,drone_002,CRUISING,89.3,173.15
2026-06-04 10:01:26.000,drone_001,CRUISING,94.3,208.89
2026-06-04 10:01:26.000,drone_002,CRUISING,89.3,177.57
2026-06-04 10:01:27.000,drone_001,CRUISING,94.2,203.02
2026-06-04 10:01:27.000,drone_002,CRUISING,89.2,187.02
2026-06-04 10:01:28.000,drone_001,CRUISING,94.1,206.16
2026-06-04 10:01:28.000,drone_002,CRUISING,89.1,178.19
2026-06-04 10:01:29.000,drone_001,CRUISING,94.1,197.47
2026-06-04 10:01:29.000,drone_002,CRUISING,89.1,172.05
2026-06-04 10:01:30.000,drone_001,CRUISING,94.0,202.16
2026-06-04 10:01:30.000,drone_002,CRUISING,89.0,178.25
2026-06-04 10:01:31.000,drone_001,CRUISING,93.9,200.78
2026-06-04 10:01:31.000,drone_002,CRUISING,88.9,175.87
2026-06-04 10:01:32.000,drone_001,CRUISING,93.9,201.35
2026-06-04 10:01:32.000,drone_002,CRUISING,88.9,182.3
2026-06-04 10:01:33.000,drone_001,CRUISING,93.8,198.22
2026-06-04 10:01:33.000,drone_002,CRUISING,88.8,181.69
2026-06-04 10:01:34.000,drone_001,CRUISING,93.7,204.74
2026-06-04 10:01:34.000,drone_002,CRUISING,88.7,183.22
2026-06-04 10:01:35.000,drone_001,CRUISING,93.7,198.09
2026-06-04 10:01:35.000,drone_002,CRUISING,88.7,172.8
2026-06-04 10:01:36.000,drone_001,CRUISING,93.6,191.35
2026-06-04 10:01:36.000,drone_002,CRUISING,88.6,175.51
2026-06-04 10:01:37.000,drone_001,CRUISING,93.5,191.2
2026-06-04 10:01:37.000,drone_002,CRUISING,88.5,186.71
2026-06-04 10:01:38.000,drone_001,CRUISING,93.5,208.54
2026-06-04 10:01:38.000,drone_002,CRUISING,88.5,175.3
2026-06-04 10:01:39.000,drone_001,CRUISING,93.4,204.17
2026-06-04 10:01:39.000,drone_002,CRUISING,88.4,182.05
2026-06-04 10:01:40.000,drone_001,CRUISING,93.3,197.61
2026-06-04 10:01:40.000,drone_002,CRUISING,88.3,185.67
2026-06-04 10:01:41.000,drone_001,CRUISING,93.3,207.24
2026-06-04 10:01:41.000,drone_002,CRUISING,88.3,183.39
2026-06-04 10:01:42.000,drone_001,CRUISING,93.2,209.32
2026-06-04 10:01:42.000,drone_002,CRUISING,88.2,184.13
2026-06-04 10:01:43.000,drone_001,CRUISING,93.1,209.9
2026-06-04 10:01:43.000,drone_002,CRUISING,88.1,173.67
2026-06-04 10:01:44.000,drone_001,CRUISING,93.1,200.54
2026-06-04 10:01:44.000,drone_002,CRUISING,88.1,176.61
2026-06-04 10:01:45.000,drone_001,CRUISING,93.0,199.63
2026-06-04 10:01:45.000,drone_002,CRUISING,88.0,182.22
2026-06-04 10:01:46.000,drone_001,CRUISING,92.9,193.0
2026-06-04 10:01:46.000,drone_002,CRUISING,87.9,180.14
2026-06-04 10:01:47.000,drone_001,CRUISING,92.9,206.82
2026-06-04 10:01:47.000,drone_002,CRUISING,87.9,188.76
2026-06-04 10:01:48.000,drone_001,CRUISING,92.8,190.83
2026-06-04 10:01:48.000,drone_002,CRUISING,87.8,182.55
2026-06-04 10:01:49.000,drone_001,CRUISING,92.7,205.29
2026-06-04 10:01:49.000,drone_002,CRUISING,87.7,181.25
2026-06-04 10:01:50.000,drone_001,CRUISING,92.7,209.6
2026-06-04 10:01:50.000,drone_002,CRUISING,87.7,185.42
2026-06-04 10:01:51.000,drone_001,CRUISING,92.6,202.26
2026-06-04 10:01:51.000,drone_002,CRUISING,87.6,186.85
2026-06-04 10:01:52.000,drone_001,CRUISING,92.5,205.53
2026-06-04 10:01:52.000,drone_002,CRUISING,87.5,182.24
2026-06-04 10:01:53.000,drone_001,CRUISING,92.5,200.84
2026-06-04 10:01:53.000,drone_002,CRUISING,87.5,183.14
2026-06-04 10:01:54.000,drone_001,CRUISING,92.4,206.0
2026-06-04 10:01:54.000,drone_002,CRUISING,87.4,171.2
2026-06-04 10:01:55.000,drone_001,CRUISING,92.3,207.53
2026-06-04 10:01:55.000,drone_002,CRUISING,87.3,172.39
2026-06-04 10:01:56.000,drone_001,CRUISING,92.3,201.6
2026-06-04 10:01:56.000,drone_002,CRUISING,87.3,175.9
2026-06-04 10:01:57.000,drone_001,CRUISING,92.2,200.35
2026-06-04 10:01:57.000,drone_002,CRUISING,87.2,180.87
2026-06-04 10:01:58.000,drone_001,CRUISING,92.1,192.37
2026-06-04 10:01:58.000,drone_002,CRUISING,87.1,187.51
2026-06-04 10:01:59.000,drone_001,CRUISING,92.1,208.81
2026-06-04 10:01:59.000,drone_002,CRUISING,87.1,182.78
2026-06-04 10:02:00.000,drone_001,CRUISING,92.0,202.2
2026-06-04 10:02:00.000,drone_002,CRUISING,87.0,182.24
2026-06-04 10:02:01.000,drone_001,CRUISING,91.9,205.53
2026-06-04 10:02:01.000,drone_002,CRUISING,86.9,186.78
2026-06-04 10:02:02.000,drone_001,CRUISING,91.9,193.96
2026-06-04 10:02:02.000,drone_002,CRUISING,86.9,188.7
2026-06-04 10:02:03.000,drone_001,CRUISING,91.8,192.3
2026-06-04 10:02:03.000,drone_002,CRUISING,86.8,188.14
2026-06-04 10:02:04.000,drone_001,CRUISING,91.7,203.02
2026-06-04 10:02:04.000,drone_002,CRUISING,86.7,186.76
2026-06-04 10:02:05.000,drone_001,CRUISING,91.7,200.39
2026-06-04 10:02:05.000,drone_002,CRUISING,86.7,173.47
2026-06-04 10:02:06.000,drone_001,CRUISING,91.6,205.51
2026-06-04 10:02:06.000,drone_002,CRUISING,86.6,176.35
2026-06-04 10:02:07.000,drone_001,CRUISING,91.5,196.34
2026-06-04 10:02:07.000,drone_002,CRUISING,86.5,181.71
2026-06-04 10:02:08.000,drone_001,CRUISING,91.5,207.64
2026-06-04 10:02:08.000,drone_002,CRUISING,86.5,188.3
2026-06-04 10:02:09.000,drone_001,CRUISING,91.4,196.29
2026-06-04 10:02:09.000,drone_002,CRUISING,86.4,171.25
2026-06-04 10:02:10.000,drone_001,CRUISING,91.3,192.84
2026-06-04 10:02:10.000,drone_002,CRUISING,86.3,177.52
2026-06-04 10:02:11.000,drone_001,CRUISING,91.3,196.5
2026-06-04 10:02:11.000,drone_002,CRUISING,86.3,172.31
2026-06-04 10:02:12.000,drone_001,CRUISING,91.2,190.66
2026-06-04 10:02:12.000,drone_002,CRUISING,86.2,183.23
2026-06-04 10:02:13.000,drone_001,CRUISING,91.1,207.29
2026-06-04 10:02:13.000,drone_002,CRUISING,86.1,179.84
2026-06-04 10:02:14.000,drone_001,CRUISING,91.1,190.36
2026-06-04 10:02:14.000,drone_002,CRUISING,86.1,188.59
2026-06-04 10:02:15.000,drone_001,CRUISING,91.0,196.0
2026-06-04 10:02:15.000,drone_002,CRUISING,86.0,176.66
2026-06-04 10:02:16.000,drone_001,CRUISING,90.9,200.35
2026-06-04 10:02:16.000,drone_002,CRUISING,85.9,178.03
2026-06-04 10:02:17.000,drone_001,CRUISING,90.9,200.25
2026-06-04 10:02:17.000,drone_002,CRUISING,85.9,172.47
2026-06-04 10:02:18.000,drone_001,CRUISING,90.8,199.45
2026-06-04 10:02:18.000,drone_002,CRUISING,85.8,181.61
2026-06-04 10:02:19.000,drone_001,CRUISING,90.7,195.87
2026-06-04 10:02:19.000,drone_002,CRUISING,85.7,183.32
2026-06-04 10:02:20.000,drone_001,CRUISING,90.7,198.44
2026-06-04 10:02:20.000,drone_002,CRUISING,85.7,172.9
2026-06-04 10:02:21.000,drone_001,CRUISING,90.6,197.38
2026-06-04 10:02:21.000,drone_002,CRUISING,85.6,172.16
2026-06-04 10:02:22.000,drone_001,CRUISING,90.5,202.72
2026-06-04 10:02:22.000,drone_002,CRUISING,85.5,177.07
2026-06-04 10:02:23.000,drone_001,CRUISING,90.5,204.58
2026-06-04 10:02:23.000,drone_002,CRUISING,85.5,187.41
2026-06-04 10:02:24.000,drone_001,CRUISING,90.4,208.33
2026-06-04 10:02:24.000,drone_002,CRUISING,85.4,175.69
2026-06-04 10:02:25.000,drone_001,CRUISING,90.3,190.51
2026-06-04 10:02:25.000,drone_002,CRUISING,85.3,178.4
2026-06-04 10:02:26.000,drone_001,CRUISING,90.3,203.77
2026-06-04 10:02:26.000,drone_002,CRUISING,85.3,181.68
2026-06-04 10:02:27.000,drone_001,CRUISING,90.2,207.77
2026-06-04 10:02:27.000,drone_002,CRUISING,85.2,173.18
2026-06-04 10:02:28.000,drone_001,CRUISING,90.1,198.81
2026-06-04 10:02:28.000,drone_002,CRUISING,85.1,184.72
2026-06-04 10:02:29.000,drone_001,CRUISING,90.1,198.04
2026-06-04 10:02:29.000,drone_002,CRUISING,85.1,174.83
2026-06-04 10:02:30.000,drone_001,CRUISING,90.0,192.61
2026-06-04 10:02:30.000,drone_002,CRUISING,85.0,173.42
2026-06-04 10:02:31.000,drone_001,CRUISING,89.9,194.06
2026-06-04 10:02:31.000,drone_002,CRUISING,84.9,176.78
2026-06-04 10:02:32.000,drone_001,CRUISING,89.9,194.01
2026-06-04 10:02:32.000,drone_002,CRUISING,84.9,181.65
2026-06-04 10:02:33.000,drone_001,CRUISING,89.8,197.17
2026-06-04 10:02:33.000,drone_002,CRUISING,84.8,172.42
2026-06-04 10:02:34.000,drone_001,CRUISING,89.7,206.92
2026-06-04 10:02:34.000,drone_002,CRUISING,84.7,182.92
2026-06-04 10:02:35.000,drone_001,CRUISING,89.7,195.99
2026-06-04 10:02:35.000,drone_002,CRUISING,84.7,184.05
2026-06-04 10:02:36.000,drone_001,CRUISING,89.6,194.52
2026-06-04 10:02:36.000,drone_002,CRUISING,84.6,185.8
2026-06-04 10:02:37.000,drone_001,CRUISING,89.5,203.65
2026-06-04 10:02:37.000,drone_002,CRUISING,84.5,180.94
2026-06-04 10:02:38.000,drone_001,CRUISING,89.5,202.59
2026-06-04 10:02:38.000,drone_002,CRUISING,84.5,182.69
2026-06-04 10:02:39.000,drone_001,CRUISING,89.4,207.84
2026-06-04 10:02:39.000,drone_002,CRUISING,84.4,172.16
2026-06-04 10:02:40.000,drone_001,CRUISING,89.3,209.32
2026-06-04 10:02:40.000,drone_002,CRUISING,84.3,174.67
2026-06-04 10:02:41.000,drone_001,CRUISING,89.3,197.37
2026-06-04 10:02:41.000,drone_002,CRUISING,84.3,183.04
2026-06-04 10:02:42.000,drone_001,CRUISING,89.2,202.16
2026-06-04 10:02:42.000,drone_002,CRUISING,84.2,184.74
2026-06-04 10:02:43.000,drone_001,CRUISING,89.1,191.16
2026-06-04 10:02:43.000,drone_002,CRUISING,84.1,181.65
2026-06-04 10:02:44.000,drone_001,CRUISING,89.1,209.27
2026-06-04 10:02:44.000,drone_002,CRUISING,84.1,186.79
2026-06-04 10:02:45.000,drone_001,CRUISING,89.0,197.43
2026-06-04 10:02:45.000,drone_002,CRUISING,84.0,181.08
2026-06-04 10:02:46.000,drone_001,CRUISING,88.9,191.16
2026-06-04 10:02:46.000,drone_002,CRUISING,83.9,181.6
2026-06-04 10:02:47.000,drone_001,CRUISING,88.9,202.72
2026-06-04 10:02:47.000,drone_002,CRUISING,83.9,171.51
2026-06-04 10:02:48.000,drone_001,CRUISING,88.8,192.69
2026-06-04 10:02:48.000,drone_002,CRUISING,83.8,182.04
2026-06-04 10:02:49.000,drone_001,CRUISING,88.7,193.31
2026-06-04 10:02:49.000,drone_002,CRUISING,83.7,174.21
2026-06-04 10:02:50.000,drone_001,CRUISING,88.7,205.15
2026-06-04 10:02:50.000,drone_002,CRUISING,83.7,188.2
2026-06-04 10:02:51.000,drone_001,CRUISING,88.6,194.57
2026-06-04 10:02:51.000,drone_002,CRUISING,83.6,175.27
2026-06-04 10:02:52.000,drone_001,CRUISING,88.5,197.96
2026-06-04 10:02:52.000,drone_002,CRUISING,83.5,180.92
2026-06-04 10:02:53.000,drone_001,CRUISING,88.5,194.81
2026-06-04 10:02:53.000,drone_002,CRUISING,83.5,174.46
2026-06-04 10:02:54.000,drone_001,CRUISING,88.4,207.88
2026-06-04 10:02:54.000,drone_002,CRUISING,83.4,180.5
2026-06-04 10:02:55.000,drone_001,CRUISING,88.3,198.19
2026-06-04 10:02:55.000,drone_002,CRUISING,83.3,177.12
2026-06-04 10:02:56.000,drone_001,CRUISING,88.3,190.0
2026-06-04 10:02:56.000,drone_002,CRUISING,83.3,185.47
2026-06-04 10:02:57.000,drone_001,CRUISING,88.2,204.25
2026-06-04 10:02:57.000,drone_002,CRUISING,83.2,171.7
2026-06-04 10:02:58.000,drone_001,CRUISING,88.1,205.61
2026-06-04 10:02:58.000,drone_002,CRUISING,83.1,174.84
2026-06-04 10:02:59.000,drone_001,CRUISING,88.1,199.23
2026-06-04 10:02:59.000,drone_002,CRUISING,83.1,182.84
2026-06-04 10:03:00.000,drone_001,CRUISING,88.0,208.94
2026-06-04 10:03:00.000,drone_002,CRUISING,83.0,186.29
2026-06-04 10:03:01.000,drone_001,CRUISING,87.9,191.03
2026-06-04 10:03:01.000,drone_002,CRUISING,82.9,171.63
2026-06-04 10:03:02.000,drone_001,CRUISING,87.9,195.01
2026-06-04 10:03:02.000,drone_002,CRUISING,82.9,187.92
2026-06-04 10:03:03.000,drone_001,CRUISING,87.8,191.37
2026-06-04 10:03:03.000,drone_002,CRUISING,82.8,186.6
2026-06-04 10:03:04.000,drone_001,CRUISING,87.7,205.02
2026-06-04 10:03:04.000,drone_002,CRUISING,82.7,185.9
2026-06-04 10:03:05.000,drone_001,CRUISING,87.7,197.95
2026-06-04 10:03:05.000,drone_002,CRUISING,82.7,181.56
2026-06-04 10:03:06.000,drone_001,CRUISING,87.6,202.97
2026-06-04 10:03:06.000,drone_002,CRUISING,82.6,186.52
2026-06-04 10:03:07.000,drone_001,CRUISING,87.5,204.02
2026-06-04 10:03:07.000,drone_002,CRUISING,82.5,171.07
2026-06-04 10:03:08.000,drone_001,CRUISING,87.5,191.85
2026-06-04 10:03:08.000,drone_002,CRUISING,82.5,182.43
2026-06-04 10:03:09.000,drone_001,HOVER,87.4,204.77
2026-06-04 10:03:09.000,drone_002,CRUISING,82.4,171.78
2026-06-04 10:03:10.000,drone_001,CRUISING,87.3,208.65
2026-06-04 10:03:10.000,drone_002,CRUISING,82.3,172.65
2026-06-04 10:03:11.000,drone_001,CRUISING,87.3,207.91
2026-06-04 10:03:11.000,drone_002,CRUISING,82.3,172.78
2026-06-04 10:03:12.000,drone_001,CRUISING,87.2,196.02
2026-06-04 10:03:12.000,drone_002,CRUISING,82.2,178.55
2026-06-04 10:03:13.000,drone_001,CRUISING,87.1,192.21
2026-06-04 10:03:13.000,drone_002,HOVER,82.1,174.35
2026-06-04 10:03:14.000,drone_001,CRUISING,87.1,197.09
2026-06-04 10:03:14.000,drone_002,CRUISING,82.1,187.68
2026-06-04 10:03:15.000,drone_001,CRUISING,87.0,193.21
2026-06-04 10:03:15.000,drone_002,CRUISING,82.0,175.87
2026-06-04 10:03:16.000,drone_001,CRUISING,86.9,200.38
2026-06-04 10:03:16.000,drone_002,CRUISING,81.9,176.28
2026-06-04 10:03:17.000,drone_001,CRUISING,86.9,207.41
2026-06-04 10:03:17.000,drone_002,CRUISING,81.9,176.88
2026-06-04 10:03:18.000,drone_001,HOVER,86.8,198.39
2026-06-04 10:03:18.000,drone_002,CRUISING,81.8,188.22
2026-06-04 10:03:19.000,drone_001,CRUISING,86.7,199.03
2026-06-04 10:03:19.000,drone_002,CRUISING,81.7,186.04
2026-06-04 10:03:20.000,drone_001,CRUISING,86.7,198.67
2026-06-04 10:03:20.000,drone_002,CRUISING,81.7,181.2
2026-06-04 10:03:21.000,drone_001,HOVER,86.6,199.68
2026-06-04 10:03:21.000,drone_002,CRUISING,81.6,184.39
2026-06-04 10:03:22.000,drone_001,CRUISING,86.5,202.41
2026-06-04 10:03:22.000,drone_002,CRUISING,81.5,180.03
2026-06-04 10:03:23.000,drone_001,CRUISING,86.5,199.48
