flightTime,cycleId,lng,lat,alt,heading,pitch,roll
2026-06-04 10:02:35.000,32,103.951789,30.743199,2399.0,40.52,3.68,0.66
2026-06-04 10:02:40.000,33,104.141236,30.605651,2919.3,99.28,4.44,0.48
2026-06-04 10:02:40.000,33,103.953465,30.744613,2435.4,40.45,3.91,-0.59
2026-06-04 10:02:45.000,34,104.14353,30.606775,2954.7,99.27,3.6,-1.08
2026-06-04 10:02:45.000,34,103.955172,30.746021,2463.1,40.44,3.42,-0.13
2026-06-04 10:02:50.000,35,104.145827,30.607842,2979.9,99.48,3.64,0.21
2026-06-04 10:02:50.000,35,103.956824,30.747364,2482.4,40.1,3.07,0.24
2026-06-04 10:02:55.000,36,104.147978,30.608966,2995.0,99.96,4.19,0.01
2026-06-04 10:02:55.000,36,103.958504,30.748743,2493.8,40.16,3.78,0.76
2026-06-04 10:03:00.000,37,104.149983,30.609967,3000.4,100.5,0.15,28.34
2026-06-04 10:03:00.000,37,103.960009,30.749942,2500.3,39.75,0.01,25.62
2026-06-04 10:03:05.000,38,104.150286,30.600413,3000.6,107.24,0.28,27.19
2026-06-04 10:03:05.000,38,103.952876,30.745363,2500.9,32.51,0.15,25.41
2026-06-04 10:03:10.000,39,104.150655,30.591072,2998.4,115.17,-0.12,28.36
2026-06-04 10:03:10.000,39,103.945831,30.740797,2502.3,24.53,-0.37,25.28
2026-06-04 10:03:15.000,40,104.151101,30.581919,2998.2,122.21,0.06,29.14
2026-06-04 10:03:15.000,40,103.938938,30.736545,2500.6,17.55,-0.59,25.39
2026-06-04 10:03:20.000,41,104.15168,30.573143,2995.4,129.92,-0.13,28.71
2026-06-04 10:03:20.000,41,103.932321,30.732589,2501.9,9.92,0.09,26.18
2026-06-04 10:03:25.000,42,104.152441,30.565049,2994.4,137.21,-0.92,28.54
2026-06-04 10:03:25.000,42,103.926013,30.728938,2501.8,2.36,0.85,24.82
2026-06-04 10:03:30.000,43,104.153456,30.557676,2991.9,144.93,-0.68,29.11
2026-06-04 10:03:30.000,43,103.92018,30.725856,2503.8,354.77,-0.24,26.56
2026-06-04 10:03:35.000,44,104.154668,30.550976,2988.6,152.31,1.11,28.29
2026-06-04 10:03:35.000,44,103.914749,30.72337,2505.7,347.92,0.17,26.94
2026-06-04 10:03:40.000,45,104.156251,30.545233,2984.5,159.95,-0.01,27.07
2026-06-04 10:03:40.000,45,103.90984,30.721548,2506.2,339.45,-0.09,25.99
2026-06-04 10:03:45.000,46,104.158096,30.540389,2979.8,167.5,-0.43,28.61
2026-06-04 10:03:45.000,46,103.9055,30.720403,2508.6,332.6,-0.17,24.77
2026-06-04 10:03:50.000,47,104.160326,30.536687,2978.0,174.69,-0.91,28.36
2026-06-04 10:03:50.000,47,103.901823,30.72012,2510.7,324.87,0.32,24.78
2026-06-04 10:03:55.000,48,104.162885,30.533996,2973.4,183.22,0.58,27.75
2026-06-04 10:03:55.000,48,103.89879,30.720555,2513.7,317.27,0.21,25.05
2026-06-04 10:04:00.000,49,104.165906,30.532339,2969.1,189.55,-0.37,28.54
2026-06-04 10:04:00.000,49,103.896339,30.721774,2516.1,309.43,-0.56,26.34
2026-06-04 10:04:05.000,50,104.169181,30.531938,2964.7,197.35,-0.01,28.71
2026-06-04 10:04:05.000,50,103.894588,30.72393,2516.3,301.89,0.3,25.11
2026-06-04 10:04:10.000,51,104.172927,30.532587,2957.8,205.26,0.44,28.7
2026-06-04 10:04:10.000,51,103.893566,30.726872,2519.4,294.9,1.38,25.82
2026-06-04 10:04:15.000,52,104.176973,30.53435,2954.2,213.1,-0.36,27.6
2026-06-04 10:04:15.000,52,103.893075,30.730585,2522.6,286.86,0.25,25.63
2026-06-04 10:04:20.000,53,104.181351,30.537121,2947.3,220.0,-0.44,29.11
2026-06-04 10:04:20.000,53,103.893228,30.735103,2526.1,279.76,1.29,26.08
2026-06-04 10:04:25.000,54,104.186115,30.54083,2942.0,227.75,-1.54,27.93
2026-06-04 10:04:25.000,54,103.893987,30.740262,2528.4,272.39,0.08,25.45
2026-06-04 10:04:30.000,55,104.191065,30.545401,2936.0,236.04,-1.02,28.29
2026-06-04 10:04:30.000,55,103.895272,30.746106,2531.6,264.83,0.77,25.81
2026-06-04 10:04:35.000,56,104.196372,30.550815,2931.3,242.71,0.13,27.62
2026-06-04 10:04:35.000,56,103.897029,30.752562,2535.9,257.28,0.34,24.94
2026-06-04 10:04:40.000,57,104.201888,30.556917,2925.1,250.39,-0.66,29.36
2026-06-04 10:04:40.000,57,103.899151,30.759576,2538.5,249.8,-0.01,26.32
2026-06-04 10:04:45.000,58,104.20761,30.563497,2917.7,258.44,-1.22,28.17
2026-06-04 10:04:45.000,58,103.901628,30.766916,2540.6,242.2,0.82,26.37
2026-06-04 10:04:50.000,59,104.213391,30.570572,2912.1,265.7,-0.15,27.78
2026-06-04 10:04:50.000,59,103.904303,30.774582,2543.4,234.6,0.14,25.63
2026-06-04 10:04:55.000,60,104.219326,30.577916,2903.8,273.12,-0.32,28.19
2026-06-04 10:04:55.000,60,103.907209,30.782453,2545.5,226.97,0.36,26.4
2026-06-04 10:05:00.000,61,104.225364,30.585392,2899.1,280.3,-0.54,28.07
2026-06-04 10:05:00.000,61,103.910131,30.790401,2549.6,219.32,0.02,26.49
2026-06-04 10:05:05.000,62,104.231333,30.5928,2891.6,287.8,0.15,27.78
2026-06-04 10:05:05.000,62,103.913116,30.798336,2552.7,211.97,0.37,25.83
2026-06-04 10:05:10.000,63,104.237152,30.600199,2887.1,295.1,-0.13,28.73
2026-06-04 10:05:10.000,63,103.915992,30.806275,2556.9,204.94,-0.13,26.37
2026-06-04 10:05:15.000,64,104.242984,30.607176,2881.0,302.37,0.0,27.98
2026-06-04 10:05:15.000,64,103.918727,30.813873,2559.3,197.5,0.49,25.94
2026-06-04 10:05:20.000,65,104.248677,30.61379,2873.5,310.56,0.02,29.05
2026-06-04 10:05:20.000,65,103.921079,30.821135,2562.0,188.98,-0.78,26.14
2026-06-04 10:05:25.000,66,104.254206,30.619788,2869.3,317.89,-0.45,27.37
2026-06-04 10:05:25.000,66,103.923194,30.828152,2564.7,182.12,0.15,26.02
2026-06-04 10:05:30.000,67,104.259428,30.625118,2863.1,325.67,-0.4,28.41
2026-06-04 10:05:30.000,67,103.924877,30.834499,2567.9,174.33,0.54,26.0
2026-06-04 10:05:35.000,68,104.264378,30.629592,2857.5,332.84,-0.66,28.17
2026-06-04 10:05:35.000,68,103.9261,30.840344,2571.2,167.04,-0.09,26.27
2026-06-04 10:05:40.000,69,104.26911,30.633244,2852.4,340.21,-0.24,28.31
2026-06-04 10:05:40.000,69,103.926824,30.845386,2572.7,159.12,-0.07,25.07
2026-06-04 10:05:45.000,70,104.273506,30.635949,2846.9,347.93,-0.72,28.08
2026-06-04 10:05:45.000,70,103.926886,30.849844,2577.4,151.63,-0.67,25.04
2026-06-04 10:05:50.000,71,104.277485,30.637546,2840.3,355.76,0.62,27.67
2026-06-04 10:05:50.000,71,103.926396,30.853506,2582.6,144.26,-0.47,25.72
2026-06-04 10:05:55.000,72,104.281121,30.638063,2834.3,3.12,-0.48,28.07
2026-06-04 10:05:55.000,72,103.925204,30.856322,2581.8,137.02,0.6,26.01
2026-06-04 10:06:00.000,73,104.284428,30.637511,2830.4,10.95,-0.09,27.37
2026-06-04 10:06:00.000,73,103.923346,30.858325,2585.1,129.14,0.21,25.62
2026-06-04 10:06:05.000,74,104.287348,30.63583,2825.5,18.15,-0.25,28.08
2026-06-04 10:06:05.000,74,103.920967,30.859555,2585.4,121.93,-0.43,25.37
2026-06-04 10:06:10.000,75,104.289877,30.63309,2822.3,25.23,0.08,27.7
2026-06-04 10:06:10.000,75,103.917782,30.859941,2588.6,114.05,-0.37,26.59
2026-06-04 10:06:15.000,76,104.292099,30.629128,2818.0,33.26,0.29,28.09
2026-06-04 10:06:15.000,76,103.914095,30.859448,2590.6,106.52,-0.47,24.25
2026-06-04 10:06:20.000,77,104.29393,30.624221,2816.8,40.49,-0.86,27.6
2026-06-04 10:06:20.000,77,103.909643,30.858323,2593.9,98.83,-0.09,25.28
2026-06-04 10:06:25.000,78,104.295406,30.618385,2809.9,48.04,0.61,28.06
2026-06-04 10:06:25.000,78,103.90479,30.856412,2595.2,91.86,0.55,26.15
2026-06-04 10:06:30.000,79,104.296687,30.611629,2808.6,55.66,-1.28,28.07
2026-06-04 10:06:30.000,79,103.899309,30.853841,2594.8,84.23,-1.88,25.21
2026-06-04 10:06:35.000,80,104.297681,30.604167,2807.7,63.1,0.01,27.59
2026-06-04 10:06:35.000,80,103.893385,30.850736,2597.1,76.88,0.56,26.31
2026-06-04 10:06:40.000,81,104.298413,30.595966,2804.5,70.6,-0.1,28.01
2026-06-04 10:06:40.000,81,103.887067,30.847043,2598.2,69.48,-0.23,25.42
2026-06-04 10:06:45.000,82,104.298922,30.587192,2802.1,77.93,-0.18,28.15
2026-06-04 10:06:45.000,82,103.880396,30.843089,2598.4,61.74,0.23,25.97
2026-06-04 10:06:50.000,83,104.299398,30.578061,2801.9,85.19,-0.25,27.73
2026-06-04 10:06:50.000,83,103.87347,30.838746,2600.1,53.83,-0.03,26.95
2026-06-04 10:06:55.000,84,104.299751,30.568569,2800.1,93.72,-0.56,27.02
2026-06-04 10:06:55.000,84,103.866487,30.834207,2600.6,46.64,-0.78,25.4
2026-06-04 10:07:00.000,85,104.300001,30.560021,2801.1,99.7,-3.15,3.53
2026-06-04 10:07:00.000,85,103.859981,30.829961,2600.0,40.0,-4.3,2.08
2026-06-04 10:07:05.000,86,104.309012,30.562535,2796.0,98.73,-3.08,3.25
2026-06-04 10:07:05.000,86,103.853643,30.824727,2594.3,40.96,-3.68,2.95
2026-06-04 10:07:10.000,87,104.317999,30.565054,2780.3,98.27,-3.19,3.38
2026-06-04 10:07:10.000,87,103.847217,30.819472,2580.9,41.13,-2.93,1.69
2026-06-04 10:07:15.000,88,104.326955,30.56762,2756.1,98.09,-3.59,3.03
2026-06-04 10:07:15.000,88,103.8408,30.814088,2559.6,41.21,-3.3,2.04
2026-06-04 10:07:20.000,89,104.335976,30.57018,2724.0,96.68,-4.33,3.34
2026-06-04 10:07:20.000,89,103.834407,30.808855,2528.6,42.17,-3.69,1.72
2026-06-04 10:07:25.000,90,104.345021,30.572666,2683.1,95.72,-4.22,3.95
2026-06-04 10:07:25.000,90,103.828052,30.803593,2489.6,42.81,-3.47,2.8
2026-06-04 10:07:30.000,91,104.353931,30.575152,2637.2,95.24,-3.48,3.04
2026-06-04 10:07:30.000,91,103.82156,30.798294,2443.9,43.12,-3.74,2.69
2026-06-04 10:07:35.000,92,104.362978,30.577723,2583.7,94.66,-3.56,3.36
2026-06-04 10:07:35.000,92,103.815259,30.793038,2393.7,43.59,-3.34,1.55
2026-06-04 10:07:40.000,93,104.371961,30.580234,2523.6,93.23,-3.43,3.35
2026-06-04 10:07:40.000,93,103.808888,30.78774,2334.5,44.55,-3.17,1.45
2026-06-04 10:07:45.000,94,104.380852,30.582684,2457.5,92.32,-3.06,3.15
2026-06-04 10:07:45.000,94,103.802456,30.782489,2271.8,45.28,-4.02,2.38
2026-06-04 10:07:50.000,95,104.389789,30.585262,2386.2,92.23,-3.51,3.35
2026-06-04 10:07:50.000,95,103.796137,30.777254,2202.7,45.7,-2.99,1.76
2026-06-04 10:07:55.000,96,104.398739,30.587731,2308.4,90.53,-3.18,3.73
2026-06-04 10:07:55.000,96,103.789796,30.772013,2132.4,46.28,-3.25,2.5
2026-06-04 10:08:00.000,97,104.407611,30.590171,2229.7,90.38,-3.46,3.18
2026-06-04 10:08:00.000,97,103.783404,30.766706,2054.4,46.56,-3.1,3.02
2026-06-04 10:08:05.000,98,104.416492,30.592617,2146.6,89.06,-3.23,3.07
2026-06-04 10:08:05.000,98,103.777039,30.761447,1975.6,47.01,-4.62,2.57
2026-06-04 10:08:10.000,99,104.425301,30.595102,2061.7,88.42,-3.95,3.28
2026-06-04 10:08:10.000,99,103.770732,30.756196,1895.1,47.77,-4.55,2.02
2026-06-04 10:08:15.000,100,104.434205,30.597549,1972.2,87.67,-3.46,3.64
2026-06-04 10:08:15.000,100,103.764387,30.750971,1810.8,48.56,-4.24,1.69
2026-06-04 10:08:20.000,101,104.443051,30.599928,1881.7,86.31,-3.36,3.29
2026-06-04 10:08:20.000,101,103.758083,30.745744,1724.1,48.92,-2.51,2.0
2026-06-04 10:08:25.000,102,104.451806,30.602317,1792.2,85.55,-3.54,3.59
2026-06-04 10:08:25.000,102,103.751783,30.740524,1639.6,49.46,-3.65,2.54
2026-06-04 10:08:30.000,103,104.460498,30.604737,1701.0,85.26,-3.54,4.27
2026-06-04 10:08:30.000,103,103.745519,30.735286,1548.8,49.88,-3.7,1.61
2026-06-04 10:08:35.000,104,104.469283,30.60712,1608.2,83.77,-3.68,3.4
2026-06-04 10:08:35.000,104,103.739144,30.730017,1462.6,50.06,-3.07,2.06
2026-06-04 10:08:40.000,105,104.478048,30.609414,1519.9,83.48,-3.28,3.44
2026-06-04 10:08:40.000,105,103.732946,30.72483,1375.6,51.04,-3.22,2.25
2026-06-04 10:08:45.000,106,104.486646,30.611747,1427.9,82.46,-4.32,3.69
2026-06-04 10:08:45.000,106,103.726673,30.719584,1289.6,51.63,-3.82,2.5
2026-06-04 10:08:50.000,107,104.495297,30.614101,1338.3,82.02,-3.52,4.35
2026-06-04 10:08:50.000,107,103.720442,30.714342,1207.1,52.18,-3.2,0.93
2026-06-04 10:08:55.000,108,104.50395,30.616411,1253.4,80.68,-3.37,3.09
2026-06-04 10:08:55.000,108,103.71426,30.709234,1122.9,52.77,-3.79,1.97
2026-06-04 10:09:00.000,109,104.512423,30.618661,1171.0,79.98,-4.36,4.75
2026-06-04 10:09:00.000,109,103.708028,30.704011,1044.5,53.54,-3.12,1.68
2026-06-04 10:09:05.000,110,104.520959,30.620925,1090.7,79.74,-3.89,3.46
2026-06-04 10:09:05.000,110,103.701786,30.69883,969.0,53.82,-3.39,2.01
2026-06-04 10:09:10.000,111,104.529491,30.623102,1014.3,78.42,-2.85,3.27
2026-06-04 10:09:10.000,111,103.695667,30.693641,895.8,54.81,-4.2,2.42
2026-06-04 10:09:15.000,112,104.537891,30.625291,944.8,77.27,-3.87,2.82
2026-06-04 10:09:15.000,112,103.689496,30.688508,828.7,54.6,-4.26,2.22
2026-06-04 10:09:20.000,113,104.546368,30.627416,878.7,76.53,-3.11,4.26
2026-06-04 10:09:20.000,113,103.683352,30.683341,766.1,55.23,-3.65,2.03
2026-06-04 10:09:25.000,114,104.554695,30.629538,817.3,75.32,-3.84,3.5
2026-06-04 10:09:25.000,114,103.677218,30.678194,705.6,56.46,-3.53,2.62
2026-06-04 10:09:30.000,115,104.562994,30.631608,763.2,74.85,-3.88,3.0
2026-06-04 10:09:30.000,115,103.671131,30.67307,655.7,56.91,-3.27,2.45
2026-06-04 10:09:35.000,116,104.571231,30.63372,715.6,73.99,-2.76,3.59
2026-06-04 10:09:35.000,116,103.664993,30.667927,610.6,57.47,-3.84,2.23
2026-06-04 10:09:40.000,117,104.579536,30.635775,676.4,73.21,-3.14,4.32
2026-06-04 10:09:40.000,117,103.65898,30.662823,572.4,57.79,-3.66,2.18
2026-06-04 10:09:45.000,118,104.587641,30.637844,644.3,72.66,-3.17,3.3
2026-06-04 10:09:45.000,118,103.65298,30.657698,540.5,58.48,-4.29,2.14
2026-06-04 10:09:50.000,119,104.595873,30.639751,620.3,71.61,-2.91,3.84
2026-06-04 10:09:50.000,119,103.646909,30.652599,518.0,59.17,-3.82,1.81
2026-06-04 10:09:55.000,120,104.603895,30.641744,604.0,70.68,-2.4,2.56
2026-06-04 10:09:55.000,120,103.640902,30.647508,504.7,59.38,-3.81,1.41
2026-06-04 10:10:00.000,121,104.611909,30.64367,600.1,70.23,-3.64,3.78
2026-06-04 10:10:00.000,121,103.634926,30.642429,501.0,59.99,-3.39,1.41
